11/21/2019,9
11/20/2019,8
11/19/2019,3
11/18/2019,4
11/17/2019,8
11/16/2019,6
11/15/2019,6
11/14/2019,11
11/13/2019,5
11/12/2019,7
11/11/2019,8
11/10/2019,3
11/9/2019,8
11/8/2019,3
11/7/2019,7
11/6/2019,3
11/5/2019,4
11/4/2019,6
11/3/2019,11
11/2/2019,7
11/1/2019,4
10/31/2019,4
10/30/2019,5
10/29/2019,9
10/28/2019,8
10/27/2019,8
10/26/2019,3
10/25/2019,8
10/24/2019,8
10/23/2019,7
10/22/2019,4
10/21/2019,8
10/20/2019,6
10/19/2019,10
10/18/2019,9
10/17/2019,8
10/16/2019,5
10/15/2019,9
10/14/2019,6
10/13/2019,5
10/12/2019,7
10/11/2019,1
10/10/2019,14
10/9/2019,6
10/8/2019,7
10/7/2019,10
10/6/2019,2
10/5/2019,5
10/4/2019,8
10/3/2019,8
10/2/2019,8
10/1/2019,5
9/30/2019,7
9/29/2019,12
9/28/2019,8
9/27/2019,8
9/26/2019,8
9/25/2019,11
9/24/2019,9
9/23/2019,11
9/22/2019,3
9/21/2019,12
9/20/2019,5
9/19/2019,8
9/18/2019,7
9/17/2019,10
9/16/2019,7
9/15/2019,4
9/14/2019,8
9/13/2019,5
9/12/2019,6
9/11/2019,4
9/10/2019,11
9/9/2019,8
9/8/2019,11
9/7/2019,6
9/6/2019,5
9/5/2019,13
9/4/2019,5
9/3/2019,7
9/2/2019,5
9/1/2019,3
8/31/2019,11
8/30/2019,9
8/29/2019,8
8/28/2019,6
8/27/2019,6
8/26/2019,8
8/25/2019,3
8/24/2019,7
8/23/2019,4
8/22/2019,8
8/21/2019,5
8/20/2019,8
8/19/2019,6
8/18/2019,7
8/17/2019,4
8/16/2019,5
8/15/2019,6
8/14/2019,3
8/13/2019,10
8/12/2019,10
8/11/2019,12
8/10/2019,5
8/9/2019,12
8/8/2019,8
8/7/2019,11
8/6/2019,7
8/5/2019,8
8/4/2019,15
8/3/2019,8
8/2/2019,7
8/1/2019,10
7/31/2019,6
7/30/2019,3
7/29/2019,9
7/28/2019,5
7/27/2019,8
7/26/2019,11
7/25/2019,7
7/24/2019,6
7/23/2019,7
7/22/2019,7
7/21/2019,11
7/20/2019,7
7/19/2019,7
7/18/2019,9
7/17/2019,5
7/16/2019,7
7/15/2019,5
7/14/2019,10
7/13/2019,7
7/12/2019,5
7/11/2019,4
7/10/2019,8
7/9/2019,6
7/8/2019,2
7/7/2019,7
7/6/2019,11
7/5/2019,6
7/4/2019,6
7/3/2019,5
7/2/2019,9
7/1/2019,4
6/30/2019,9
6/29/2019,8
6/28/2019,6
6/27/2019,11
6/26/2019,2
6/25/2019,13
6/24/2019,7
6/23/2019,8
6/22/2019,9
6/21/2019,7
6/20/2019,6
6/19/2019,7
6/18/2019,6
6/17/2019,8
6/16/2019,8
6/15/2019,5
6/14/2019,7
6/13/2019,8
6/12/2019,8
6/11/2019,3
6/10/2019,5
6/9/2019,4
6/8/2019,7
6/7/2019,4
6/6/2019,5
6/5/2019,7
6/4/2019,4
6/3/2019,2
6/2/2019,7
6/1/2019,5
5/31/2019,8
5/30/2019,8
5/29/2019,8
5/28/2019,5
5/27/2019,10
5/26/2019,7
5/25/2019,10
5/24/2019,8
5/23/2019,7
5/22/2019,9
5/21/2019,9
5/20/2019,8
5/19/2019,6
5/18/2019,8
5/17/2019,6
5/16/2019,6
5/15/2019,9
5/14/2019,12
5/13/2019,5
5/12/2019,9
5/11/2019,3
5/10/2019,14
5/9/2019,5
5/8/2019,8
5/7/2019,6
5/6/2019,8
5/5/2019,11
5/4/2019,5
5/3/2019,8
5/2/2019,7
5/1/2019,11
4/30/2019,6
4/29/2019,9
4/28/2019,10
4/27/2019,7
4/26/2019,7
4/25/2019,3
4/24/2019,6
4/23/2019,5
4/22/2019,7
4/21/2019,8
4/20/2019,2
4/19/2019,6
4/18/2019,6
4/17/2019,6
4/16/2019,7
4/15/2019,10
4/14/2019,6
4/13/2019,8
4/12/2019,4
4/11/2019,14
4/10/2019,8
4/9/2019,5
4/8/2019,5
4/7/2019,4
4/6/2019,7
4/5/2019,7
4/4/2019,11
4/3/2019,9
4/2/2019,4
4/1/2019,8
3/31/2019,10
3/30/2019,5
3/29/2019,11
3/28/2019,5
3/27/2019,8
3/26/2019,10
3/25/2019,7
3/24/2019,2
3/23/2019,7
3/22/2019,12
3/21/2019,5
3/20/2019,6
3/19/2019,8
3/18/2019,7
3/17/2019,10
3/16/2019,9
3/15/2019,7
3/14/2019,6
3/13/2019,6
3/12/2019,8
3/11/2019,8
3/10/2019,4
3/9/2019,7
3/8/2019,4
3/7/2019,8
3/6/2019,5
3/5/2019,10
3/4/2019,8
3/3/2019,7
3/2/2019,5
3/1/2019,7
2/28/2019,10
2/27/2019,7
2/26/2019,8
2/25/2019,8
2/24/2019,7
2/23/2019,14
2/22/2019,5
2/21/2019,8
2/20/2019,2
2/19/2019,4
2/18/2019,6
2/17/2019,5
2/16/2019,4
2/15/2019,6
2/14/2019,7
2/13/2019,7
2/12/2019,6
2/11/2019,6
2/10/2019,3
2/9/2019,11
2/8/2019,6
2/7/2019,8
2/6/2019,6
2/5/2019,10
2/4/2019,10
2/3/2019,7
2/2/2019,7
2/1/2019,7
1/31/2019,5
1/30/2019,9
1/29/2019,5
1/28/2019,8
1/27/2019,4
1/26/2019,14
1/25/2019,10
1/24/2019,6
1/23/2019,9
1/22/2019,14
1/21/2019,7
1/20/2019,7
1/19/2019,8
1/18/2019,7
1/17/2019,6
1/16/2019,3
1/15/2019,7
1/14/2019,6
1/13/2019,8
1/12/2019,5
1/11/2019,8
1/10/2019,4
1/9/2019,5
1/8/2019,11
1/7/2019,10
1/6/2019,7
1/5/2019,3
1/4/2019,5
1/3/2019,6
1/2/2019,5
1/1/2019,6
12/31/2018,6
12/30/2018,9
12/29/2018,11
12/28/2018,6
12/27/2018,5
12/26/2018,9
12/25/2018,5
12/24/2018,8
12/23/2018,11
12/22/2018,5
12/21/2018,2
12/20/2018,11
12/19/2018,4
12/18/2018,4
12/17/2018,12
12/16/2018,10
12/15/2018,11
12/14/2018,6
12/13/2018,8
12/12/2018,6
12/11/2018,12
12/10/2018,9
12/9/2018,10
12/8/2018,7
12/7/2018,7
12/6/2018,12
12/5/2018,3
12/4/2018,6
12/3/2018,9
12/2/2018,3
12/1/2018,6
11/30/2018,4
11/29/2018,13
11/28/2018,7
11/27/2018,7
11/26/2018,1
11/25/2018,4
11/24/2018,6
11/23/2018,5
11/22/2018,3
11/21/2018,6
11/20/2018,8
11/19/2018,5
11/18/2018,7
11/17/2018,5
11/16/2018,5
11/15/2018,4
11/14/2018,9
11/13/2018,4
11/12/2018,6
11/11/2018,9
11/10/2018,6
11/9/2018,5
11/8/2018,9
11/7/2018,5
11/6/2018,9
11/5/2018,3
11/4/2018,10
11/3/2018,3
11/2/2018,6
11/1/2018,9
10/31/2018,9
10/30/2018,14
10/29/2018,6
10/28/2018,5
10/27/2018,11
10/26/2018,10
10/25/2018,5
10/24/2018,8
10/23/2018,8
10/22/2018,11
10/21/2018,7
10/20/2018,11
10/19/2018,3
10/18/2018,7
10/17/2018,7
10/16/2018,3
10/15/2018,7
10/14/2018,5
10/13/2018,11
10/12/2018,9
10/11/2018,4
10/10/2018,7
10/9/2018,5
10/8/2018,8
10/7/2018,7
10/6/2018,6
10/5/2018,6
10/4/2018,1
10/3/2018,4
10/2/2018,10
10/1/2018,7
9/30/2018,3
9/29/2018,14
9/28/2018,9
9/27/2018,10
9/26/2018,5
9/25/2018,17
9/24/2018,11
9/23/2018,8
9/22/2018,5
9/21/2018,5
9/20/2018,9
9/19/2018,5
9/18/2018,4
9/17/2018,7
9/16/2018,7
9/15/2018,8
9/14/2018,4
9/13/2018,5
9/12/2018,10
9/11/2018,6
9/10/2018,5
9/9/2018,7
9/8/2018,3
9/7/2018,6
9/6/2018,5
9/5/2018,7
9/4/2018,3
9/3/2018,9
9/2/2018,6
9/1/2018,8
8/31/2018,6
8/30/2018,10
8/29/2018,8
8/28/2018,5
8/27/2018,7
8/26/2018,5
8/25/2018,13
8/24/2018,5
8/23/2018,3
8/22/2018,11
8/21/2018,2
8/20/2018,9
8/19/2018,5
8/18/2018,10
8/17/2018,6
8/16/2018,6
8/15/2018,7
8/14/2018,7
8/13/2018,10
8/12/2018,12
8/11/2018,9
8/10/2018,9
8/9/2018,6
8/8/2018,8
8/7/2018,13
8/6/2018,8
8/5/2018,8
8/4/2018,5
8/3/2018,5
8/2/2018,9
8/1/2018,12
7/31/2018,2
7/30/2018,4
7/29/2018,7
7/28/2018,5
7/27/2018,6
7/26/2018,13
7/25/2018,8
7/24/2018,4
7/23/2018,7
7/22/2018,5
7/21/2018,8
7/20/2018,4
7/19/2018,7
7/18/2018,5
7/17/2018,5
7/16/2018,6
7/15/2018,5
7/14/2018,4
7/13/2018,7
7/12/2018,1
7/11/2018,10
7/10/2018,6
7/9/2018,9
7/8/2018,6
7/7/2018,5
7/6/2018,2
7/5/2018,7
7/4/2018,2
7/3/2018,6
7/2/2018,6
7/1/2018,4
6/30/2018,6
6/29/2018,7
6/28/2018,10
6/27/2018,10
6/26/2018,5
6/25/2018,4
6/24/2018,3
6/23/2018,7
6/22/2018,6
6/21/2018,9
6/20/2018,7
6/19/2018,7
6/18/2018,9
6/17/2018,7
6/16/2018,9
6/15/2018,8
6/14/2018,5
6/13/2018,10
6/12/2018,8
6/11/2018,16
6/10/2018,10
6/9/2018,9
6/8/2018,6
6/7/2018,7
6/6/2018,4
6/5/2018,4
6/4/2018,10
6/3/2018,9
6/2/2018,8
6/1/2018,1
5/31/2018,11
5/30/2018,5
5/29/2018,5
5/28/2018,4
5/27/2018,7
5/26/2018,9
5/25/2018,9
5/24/2018,3
5/23/2018,8
5/22/2018,8
5/21/2018,4
5/20/2018,10
5/19/2018,6
5/18/2018,8
5/17/2018,7
5/16/2018,6
5/15/2018,5
5/14/2018,5
5/13/2018,8
5/12/2018,10
5/11/2018,5
5/10/2018,7
5/9/2018,6
5/8/2018,7
5/7/2018,7
5/6/2018,8
5/5/2018,5
5/4/2018,7
5/3/2018,10
5/2/2018,5
5/1/2018,3
4/30/2018,4
4/29/2018,8
4/28/2018,9
4/27/2018,5
4/26/2018,8
4/25/2018,8
4/24/2018,7
4/23/2018,8
4/22/2018,7
4/21/2018,8
4/20/2018,8
4/19/2018,6
4/18/2018,8
4/17/2018,2
4/16/2018,6
4/15/2018,3
4/14/2018,9
4/13/2018,3
4/12/2018,4
4/11/2018,8
4/10/2018,7
4/9/2018,8
4/8/2018,8
4/7/2018,8
4/6/2018,4
4/5/2018,8
4/4/2018,10
4/3/2018,6
4/2/2018,7
4/1/2018,3
3/31/2018,8
3/30/2018,7
3/29/2018,5
3/28/2018,7
3/27/2018,7
3/26/2018,7
3/25/2018,9
3/24/2018,6
3/23/2018,3
3/22/2018,4
3/21/2018,7
3/20/2018,10
3/19/2018,6
3/18/2018,6
3/17/2018,11
3/16/2018,5
3/15/2018,6
3/14/2018,4
3/13/2018,5
3/12/2018,9
3/11/2018,5
3/10/2018,4
3/9/2018,10
3/8/2018,11
3/7/2018,2
3/6/2018,4
3/5/2018,6
3/4/2018,3
3/3/2018,12
3/2/2018,2
3/1/2018,8
2/28/2018,8
2/27/2018,2
2/26/2018,2
2/25/2018,2
2/24/2018,1
2/23/2018,3
2/22/2018,10
2/21/2018,6
2/20/2018,3
2/19/2018,12
2/18/2018,10
2/17/2018,10
2/16/2018,13
2/15/2018,4
2/14/2018,15
2/13/2018,8
2/12/2018,8
2/11/2018,4
2/10/2018,6
2/9/2018,6
2/8/2018,7
2/7/2018,5
2/6/2018,7
2/5/2018,4
2/4/2018,6
2/3/2018,13
2/2/2018,8
2/1/2018,8
1/31/2018,10
1/30/2018,7
1/29/2018,5
1/28/2018,10
1/27/2018,4
1/26/2018,12
1/25/2018,7
1/24/2018,6
1/23/2018,10
1/22/2018,13
1/21/2018,8
1/20/2018,10
1/19/2018,5
1/18/2018,5
1/17/2018,11
1/16/2018,4
1/15/2018,6
1/14/2018,12
1/13/2018,11
1/12/2018,8
1/11/2018,5
1/10/2018,6
1/9/2018,9
1/8/2018,8
1/7/2018,2
1/6/2018,6
1/5/2018,6
1/4/2018,8
1/3/2018,4
1/2/2018,8
1/1/2018,7
12/31/2017,11
12/30/2017,11
12/29/2017,11
12/28/2017,6
12/27/2017,7
12/26/2017,10
12/25/2017,8
12/24/2017,5
12/23/2017,5
12/22/2017,9
12/21/2017,10
12/20/2017,7
12/19/2017,18
12/18/2017,5
12/17/2017,5
12/16/2017,5
12/15/2017,13
12/14/2017,7
12/13/2017,10
12/12/2017,6
12/11/2017,14
12/10/2017,9
12/9/2017,9
12/8/2017,16
12/7/2017,3
12/6/2017,9
12/5/2017,8
12/4/2017,8
12/3/2017,3
12/2/2017,11
12/1/2017,8
11/30/2017,5
11/29/2017,2
11/28/2017,7
11/27/2017,5
11/26/2017,10
11/25/2017,10
11/24/2017,6
11/23/2017,7
11/22/2017,6
11/21/2017,6
11/20/2017,7
11/19/2017,3
11/18/2017,5
11/17/2017,5
11/16/2017,4
11/15/2017,7
11/14/2017,9
11/13/2017,4
11/12/2017,6
11/11/2017,2
11/10/2017,11
11/9/2017,11
11/8/2017,5
11/7/2017,1
11/6/2017,8
11/5/2017,6
11/4/2017,4
11/3/2017,12
11/2/2017,5
11/1/2017,8
10/31/2017,4
10/30/2017,6
10/29/2017,10
10/28/2017,4
10/27/2017,4
10/26/2017,6
10/25/2017,12
10/24/2017,7
10/23/2017,4
10/22/2017,5
10/21/2017,9
10/20/2017,15
10/19/2017,4
10/18/2017,5
10/17/2017,7
10/16/2017,11
10/15/2017,3
10/14/2017,6
10/13/2017,6
10/12/2017,7
10/11/2017,5
10/10/2017,5
10/9/2017,7
10/8/2017,4
10/7/2017,7
10/6/2017,5
10/5/2017,12
10/4/2017,9
10/3/2017,9
10/2/2017,6
10/1/2017,14
9/30/2017,4
9/29/2017,4
9/28/2017,9
9/27/2017,4
9/26/2017,9
9/25/2017,5
9/24/2017,6
9/23/2017,12
9/22/2017,11
9/21/2017,6
9/20/2017,6
9/19/2017,10
9/18/2017,13
9/17/2017,8
9/16/2017,10
9/15/2017,8
9/14/2017,8
9/13/2017,6
9/12/2017,8
9/11/2017,8
9/10/2017,7
9/9/2017,5
9/8/2017,7
9/7/2017,6
9/6/2017,4
9/5/2017,9
9/4/2017,6
9/3/2017,9
9/2/2017,10
9/1/2017,6
8/31/2017,10
8/30/2017,5
8/29/2017,8
8/28/2017,8
8/27/2017,6
8/26/2017,9
8/25/2017,6
8/24/2017,8
8/23/2017,4
8/22/2017,6
8/21/2017,8
8/20/2017,7
8/19/2017,4
8/18/2017,5
8/17/2017,7
8/16/2017,9
8/15/2017,13
8/14/2017,7
8/13/2017,5
8/12/2017,6
8/11/2017,3
8/10/2017,11
8/9/2017,6
8/8/2017,10
8/7/2017,17
8/6/2017,6
8/5/2017,6
8/4/2017,8
8/3/2017,8
8/2/2017,11
8/1/2017,7
7/31/2017,5
7/30/2017,4
7/29/2017,6
7/28/2017,4
7/26/2017,11
7/25/2017,5
7/24/2017,6
7/23/2017,9
7/22/2017,6
7/21/2017,8
7/20/2017,9
7/19/2017,6
7/18/2017,3
7/17/2017,8
7/16/2017,2
7/15/2017,5
7/14/2017,4
7/13/2017,4
7/12/2017,7
7/11/2017,6
7/10/2017,9
7/9/2017,7
7/8/2017,4
7/7/2017,10
7/6/2017,5
7/5/2017,7
7/4/2017,13
7/3/2017,8
7/2/2017,9
7/1/2017,4
6/30/2017,7
6/29/2017,8
6/28/2017,4
6/27/2017,8
6/26/2017,4
6/25/2017,5
6/24/2017,9
6/23/2017,5
6/22/2017,8
6/21/2017,10
6/20/2017,11
6/19/2017,7
6/18/2017,5
6/17/2017,6
6/16/2017,8
6/15/2017,8
6/14/2017,9
6/13/2017,6
6/12/2017,10
6/11/2017,6
6/10/2017,2
6/9/2017,9
6/8/2017,7
6/7/2017,12
6/6/2017,6
6/5/2017,6
6/4/2017,10
6/3/2017,6
6/2/2017,7
6/1/2017,12
5/31/2017,7
5/30/2017,6
5/29/2017,4
5/28/2017,6
5/27/2017,11
5/26/2017,7
5/25/2017,6
5/24/2017,8
5/23/2017,5
5/22/2017,5
5/21/2017,5
5/20/2017,6
5/19/2017,10
5/18/2017,12
5/17/2017,8
5/16/2017,6
5/15/2017,3
5/14/2017,4
5/13/2017,6
5/12/2017,7
5/11/2017,5
5/10/2017,7
5/9/2017,11
5/8/2017,7
5/7/2017,7
5/6/2017,6
5/5/2017,7
5/4/2017,7
5/3/2017,7
5/2/2017,4
5/1/2017,5
4/30/2017,8
4/29/2017,10
4/28/2017,7
4/27/2017,6
4/26/2017,10
4/25/2017,3
4/24/2017,3
4/23/2017,9
4/22/2017,4
4/21/2017,5
4/20/2017,7
4/19/2017,5
4/18/2017,6
4/17/2017,4
4/16/2017,6
4/15/2017,12
4/14/2017,8
4/13/2017,3
4/12/2017,8
4/11/2017,12
4/10/2017,9
4/9/2017,12
4/8/2017,10
4/7/2017,13
4/6/2017,6
4/5/2017,11
4/4/2017,8
4/3/2017,3
4/2/2017,9
4/1/2017,5
3/31/2017,10
3/30/2017,6
3/29/2017,3
3/28/2017,8
3/27/2017,10
3/26/2017,10
3/25/2017,4
3/24/2017,7
3/23/2017,9
3/22/2017,9
3/21/2017,11
3/20/2017,10
3/19/2017,9
3/18/2017,8
3/17/2017,10
3/16/2017,11
3/15/2017,4
3/14/2017,4
3/13/2017,10
3/12/2017,5
3/11/2017,8
3/10/2017,8
3/9/2017,4
3/8/2017,5
3/7/2017,6
3/6/2017,3
3/5/2017,6
3/4/2017,4
3/3/2017,5
3/2/2017,6
3/1/2017,6
2/28/2017,9
2/27/2017,3
2/26/2017,6
2/25/2017,5
2/24/2017,7
2/23/2017,3
2/22/2017,9
2/21/2017,8
2/20/2017,6
2/19/2017,10
2/18/2017,3
2/17/2017,7
2/16/2017,5
2/15/2017,6
2/14/2017,6
2/13/2017,10
2/12/2017,6
2/11/2017,5
2/10/2017,7
2/9/2017,5
2/8/2017,4
2/7/2017,19
2/6/2017,9
2/5/2017,10
2/4/2017,4
2/3/2017,2
2/2/2017,6
2/1/2017,11
1/31/2017,7
1/30/2017,3
1/29/2017,6
1/28/2017,4
1/27/2017,9
1/26/2017,7
1/25/2017,7
1/24/2017,5
1/23/2017,3
1/22/2017,6
1/21/2017,6
1/20/2017,9
1/19/2017,7
1/18/2017,10
1/17/2017,5
1/16/2017,8
1/15/2017,11
1/14/2017,5
1/13/2017,6
1/12/2017,3
1/11/2017,4
1/10/2017,5
1/9/2017,3
1/8/2017,5
1/7/2017,10
1/6/2017,8
1/5/2017,7
